1;-1;968;liggande
2;0;969;liggande
0;-1;969;liggande
2;0;968;liggande
0;0;966;liggande
0;1;966;liggande
0;0;966;liggande
1;0;968;liggande
1;0;966;liggande
1;0;967;liggande
0;0;968;liggande
0;0;968;liggande
0;0;966;liggande
0;0;970;liggande
1;0;970;liggande
2;0;970;liggande
0;0;968;liggande
-1;0;968;liggande
0;2;967;liggande
1;0;966;liggande
0;-1;965;liggande
1;0;966;liggande
0;0;966;liggande
0;1;965;liggande
0;0;965;liggande
2;-1;965;liggande
1;-4;967;liggande
-2;-8;965;liggande
-7;8;967;liggande
3;6;967;liggande
-7;16;968;liggande
-9;8;970;liggande
-2;3;968;liggande
-7;1;971;liggande
-3;0;967;liggande
-1;0;966;liggande
-3;14;962;liggande
-5;-5;964;liggande
-6;8;971;liggande
-12;3;968;liggande
-16;1;968;liggande
-12;0;966;liggande
-11;-1;964;liggande
-7;1;965;liggande
-19;0;967;liggande
-10;0;964;liggande
-6;0;964;liggande
-15;2;967;liggande
-17;3;969;liggande
-12;0;965;liggande
-4;2;960;liggande
-18;1;970;liggande
17;-15;1041;liggande
-9;27;1046;liggande
1;-2;953;liggande
14;0;896;liggande
2;0;963;liggande
-6;-2;1004;liggande
-2;0;974;liggande
5;2;948;liggande
4;1;954;liggande
1;0;967;liggande
0;1;965;liggande
1;0;965;liggande
1;0;965;liggande
1;2;966;liggande
1;0;966;liggande
0;1;964;liggande
1;1;966;liggande
0;0;966;liggande
2;-2;970;liggande
-1;3;968;liggande
3;1;967;liggande
-1;-1;965;liggande
2;-2;965;liggande
0;0;969;liggande
1;1;967;liggande
0;-1;968;liggande
3;-2;967;liggande
-3;1;969;liggande
0;13;974;liggande
-6;9;976;liggande
7;6;965;liggande
7;3;965;liggande
-37;18;986;liggande
5;11;920;liggande
12;-73;969;liggande
9;7;934;liggande
-18;5;984;liggande
30;-1;924;liggande
-5;-2;985;liggande
15;0;952;liggande
7;-4;979;liggande
12;-1;983;liggande
11;0;980;liggande
9;0;970;liggande
20;4;953;liggande
11;1;959;liggande
16;-1;950;liggande
9;5;960;liggande
13;-1;973;liggande
14;0;960;liggande
1;2;977;liggande
10;1;969;liggande
0;-2;996;liggande
25;0;968;liggande
22;0;954;liggande
12;0;973;liggande
-13;5;993;liggande
33;4;922;liggande
53;2;922;liggande
7;1;989;liggande
11;-2;985;liggande
25;-4;988;liggande
45;-7;955;liggande
6;5;1003;liggande
25;-5;969;liggande
33;-4;942;liggande
22;0;950;liggande
-89;-3;1047;liggande
19;-14;864;liggande
7;-6;933;liggande
-9;-7;1029;liggande
-8;0;1015;liggande
1;2;953;liggande
4;0;935;liggande
1;0;965;liggande
-3;0;980;liggande
0;0;974;liggande
0;0;961;liggande
0;0;963;liggande
0;0;967;liggande
1;-1;966;liggande
2;-1;965;liggande
0;0;962;liggande
1;0;963;liggande
1;2;965;liggande
-1;0;964;liggande
2;1;964;liggande
2;2;966;liggande
0;0;966;liggande
-1;2;967;liggande
0;0;970;liggande
0;0;969;liggande
1;-2;967;liggande
0;0;968;liggande
1;0;967;liggande
-1;0;967;liggande
0;-1;968;liggande
0;0;968;liggande
-1;0;966;liggande
1;0;967;liggande
0;0;966;liggande
0;1;968;liggande
0;1;965;liggande
0;0;966;liggande
0;1;967;liggande
1;0;967;liggande
0;0;967;liggande
1;-1;964;liggande
1;0;965;liggande
0;0;965;liggande
1;0;965;liggande
0;0;967;liggande
0;0;967;liggande
0;0;967;liggande
1;0;969;liggande
0;0;967;liggande
218;-103;991;liggande
-82;-57;909;liggande
13;-7;936;liggande
-1;-2;999;liggande
-2;0;990;liggande
5;4;955;liggande
3;2;960;liggande
2;0;962;liggande
3;0;964;liggande
2;-1;966;liggande
3;0;966;liggande
2;0;968;liggande
3;0;967;liggande
1;0;968;liggande
4;-1;968;liggande
2;6;965;liggande
3;3;964;liggande
0;2;963;liggande
3;0;965;liggande
2;-1;966;liggande
4;-2;963;liggande
3;0;964;liggande
2;1;968;liggande
2;3;969;liggande
1;-1;973;liggande
0;1;969;liggande
3;2;969;liggande
2;0;967;liggande
2;0;968;liggande
2;-1;969;liggande
2;0;968;liggande
3;-2;968;liggande
1;3;970;liggande
1;1;967;liggande
1;1;967;liggande
0;4;967;liggande
16;-62;947;liggande
2;0;960;liggande
2;-1;972;liggande
0;1;970;liggande
1;2;969;liggande
-1;0;967;liggande
1;3;969;liggande
-93;-107;919;liggande
10;-27;958;liggande
3;-16;972;liggande
1;-10;973;liggande
0;-4;969;liggande
1;-1;970;liggande
-3;4;967;liggande
3;-1;967;liggande
0;-1;966;liggande
1;-1;966;liggande
0;0;965;liggande
1;-1;965;liggande
0;0;966;liggande
4;-2;963;liggande
0;2;963;liggande
0;1;963;liggande
1;0;964;liggande
1;-3;964;liggande
0;-2;965;liggande
2;-2;967;liggande
1;0;969;liggande
-2;0;969;liggande
0;3;965;liggande
0;0;968;liggande
1;-4;971;liggande
-1;0;969;liggande
0;0;971;liggande
2;-5;970;liggande
1;-3;969;liggande
0;-1;970;liggande
1;0;969;liggande
2;-1;966;liggande
0;0;970;liggande
-9;-1;977;liggande
-17;67;961;liggande
-8;60;940;liggande
7;3;982;liggande
2;4;977;liggande
3;6;969;liggande
2;-1;965;liggande
4;3;964;liggande
5;2;965;liggande
4;4;966;liggande
7;-3;969;liggande
2;5;968;liggande
-65;77;914;liggande
25;-77;1001;liggande
11;28;944;liggande
1;12;964;liggande
-10;1;991;liggande
17;3;934;liggande
12;-3;986;liggande
15;-3;942;liggande
10;6;950;liggande
-3;2;991;liggande
40;-6;928;liggande
7;0;997;liggande
18;0;979;liggande
9;-2;986;liggande
13;1;961;liggande
11;-3;981;liggande
14;4;962;liggande
23;3;932;liggande
-1;3;990;liggande
14;-3;975;liggande
17;-1;958;liggande
5;1;973;liggande
-4;4;969;liggande
-4;7;968;liggande
3;3;965;liggande
6;0;964;liggande
2;0;965;liggande
1;0;969;liggande
2;0;969;liggande
2;0;967;liggande
2;1;970;liggande
0;2;973;liggande
5;0;972;liggande
3;0;969;liggande
2;-2;966;liggande
4;0;968;liggande
1;3;969;liggande
2;1;969;liggande
3;0;967;liggande
0;0;969;liggande
0;-2;968;liggande
5;-3;965;liggande
3;-2;969;liggande
5;-2;964;liggande
0;-3;969;liggande
0;0;971;liggande
0;2;971;liggande
-2;5;968;liggande
1;0;967;liggande
-4;2;970;liggande
-2;3;963;liggande
9;0;958;liggande
-17;3;981;liggande
-7;5;959;liggande
9;0;952;liggande
-15;1;977;liggande
4;0;959;liggande
-6;2;969;liggande
-8;5;960;liggande
-15;-5;959;liggande
-1;0;964;liggande
-6;0;969;liggande
-13;1;971;liggande
-8;1;965;liggande
-1;0;962;liggande
-3;1;964;liggande
-3;0;972;liggande
12;0;962;liggande
1;2;967;liggande
1;-1;966;liggande
6;-2;966;liggande
2;0;966;liggande
1;0;966;liggande
2;1;964;liggande
4;0;966;liggande
0;0;967;liggande
3;0;966;liggande
1;-4;965;liggande
2;-1;967;liggande
1;-2;967;liggande
1;0;967;liggande
3;-3;966;liggande
1;0;970;liggande
43;-92;1000;liggande
14;88;951;liggande
8;-14;964;liggande
3;-4;974;liggande
3;3;975;liggande
7;-2;965;liggande
4;5;965;liggande
0;-14;968;liggande
5;2;967;liggande
4;5;965;liggande
3;0;965;liggande
5;0;965;liggande
5;3;967;liggande
4;0;968;liggande
4;0;967;liggande
5;0;965;liggande
3;2;965;liggande
5;-1;967;liggande
4;0;967;liggande
7;0;967;liggande
4;-2;966;liggande
4;0;967;liggande
3;2;966;liggande
4;2;967;liggande
5;0;966;liggande
4;3;966;liggande
2;5;966;liggande
1;3;966;liggande
5;0;965;liggande
5;0;969;liggande
28;-29;988;liggande
0;42;957;liggande
0;12;971;liggande
2;1;967;liggande
3;-1;968;liggande
1;2;968;liggande
4;-1;967;liggande
3;1;967;liggande
0;3;967;liggande
2;14;966;liggande
10;-63;980;liggande
8;-22;958;liggande
3;6;958;liggande
2;2;960;liggande
2;4;965;liggande
1;2;965;liggande
2;3;965;liggande
2;5;965;liggande
2;4;965;liggande
2;5;964;liggande
2;-1;965;liggande
2;0;966;liggande
3;0;968;liggande
1;1;967;liggande
1;4;968;liggande
0;2;967;liggande
1;2;967;liggande
1;4;967;liggande
2;2;966;liggande
2;0;966;liggande
1;2;966;liggande
3;-1;968;liggande
3;-2;966;liggande
4;-4;968;liggande
3;-3;966;liggande
3;0;966;liggande
2;0;966;liggande
4;-2;965;liggande
2;-1;966;liggande
3;-2;965;liggande
2;0;965;liggande
2;3;965;liggande
5;0;965;liggande
3;0;965;liggande
2;1;967;liggande
5;-5;965;liggande
3;1;966;liggande
4;0;964;liggande
119;-26;997;liggande
95;0;1009;liggande
6;13;933;liggande
5;2;963;liggande
3;0;980;liggande
5;-2;973;liggande
4;1;961;liggande
5;1;962;liggande
2;2;963;liggande
2;4;966;liggande
2;0;967;liggande
4;0;968;liggande
2;1;968;liggande
3;-1;968;liggande
2;-2;967;liggande
4;0;965;liggande
4;1;964;liggande
5;0;966;liggande
4;1;964;liggande
4;1;964;liggande
3;2;967;liggande
5;0;967;liggande
5;-1;967;liggande
3;0;966;liggande
2;1;966;liggande
2;2;966;liggande
4;0;967;liggande
5;0;968;liggande
4;3;967;liggande
3;0;967;liggande
2;-1;967;liggande
3;0;965;liggande
2;0;965;liggande
5;2;966;liggande
1;4;965;liggande
5;0;966;liggande
2;1;968;liggande
4;2;967;liggande
2;0;968;liggande
5;-2;970;liggande
9;0;966;liggande
-98;29;928;liggande
-3;-3;927;liggande
-2;9;969;liggande
1;1;967;liggande
10;0;959;liggande
2;1;968;liggande
3;2;969;liggande
2;2;970;liggande
-2;0;972;liggande
8;-2;970;liggande
8;-3;971;liggande
-6;1;977;liggande
8;0;949;liggande
5;0;953;liggande
1;0;970;liggande
3;0;969;liggande
3;-1;969;liggande
3;0;967;liggande
2;1;967;liggande
2;1;967;liggande
3;0;968;liggande
2;1;968;liggande
3;1;968;liggande
2;6;965;liggande
0;3;963;liggande
3;1;965;liggande
5;0;963;liggande
4;-7;962;liggande
7;-7;958;liggande
6;-3;963;liggande
3;-1;962;liggande
3;-3;964;liggande
4;0;967;liggande
3;-2;965;liggande
1;1;967;liggande
3;1;970;liggande
3;0;966;liggande
3;-1;966;liggande
3;1;964;liggande
3;0;964;liggande
3;0;963;liggande
4;0;966;liggande
5;1;966;liggande
4;-1;969;liggande
2;0;969;liggande
3;0;968;liggande
1;0;965;liggande
4;1;965;liggande
6;0;964;liggande
3;0;964;liggande
3;2;965;liggande
3;2;965;liggande
2;-1;968;liggande
3;0;970;liggande
3;1;968;liggande
3;0;968;liggande
2;0;967;liggande
3;0;966;liggande
2;1;966;liggande
5;0;965;liggande
5;0;966;liggande
3;1;965;liggande
1;2;966;liggande
2;0;966;liggande
2;0;966;liggande
2;0;967;liggande
3;0;966;liggande
3;0;967;liggande
2;1;966;liggande
2;1;966;liggande
4;0;965;liggande
3;0;965;liggande
4;0;967;liggande
2;1;966;liggande
1;1;966;liggande
4;0;967;liggande
3;0;966;liggande
3;0;966;liggande
3;0;966;liggande
2;0;965;liggande
3;0;967;liggande
3;0;967;liggande
3;1;967;liggande
4;1;968;liggande
2;1;968;liggande
3;1;966;liggande
2;0;966;liggande
3;0;966;liggande
3;0;964;liggande
5;0;964;liggande
4;1;965;liggande
2;1;966;liggande
3;1;968;liggande
1;1;967;liggande
0;0;966;liggande
0;1;968;liggande
3;1;968;liggande
1;0;969;liggande
2;0;968;liggande
1;0;967;liggande
1;0;966;liggande
3;0;964;liggande
2;1;964;liggande
1;0;965;liggande
2;0;965;liggande
2;0;965;liggande
1;0;967;liggande
1;0;967;liggande
2;0;967;liggande
2;0;968;liggande
2;0;966;liggande
