-23;-42;959
-25;-34;972
-4;13;801
14;-2;942
-13;-25;954
-5;-21;966
-7;-28;970
-4;-25;972
-4;-18;965
-6;-29;966
-8;-18;957
-7;-20;955
-5;-24;963
-7;-20;963
-9;-11;963
-6;-28;952
-13;-16;971
-11;-21;965
-13;-25;971
-8;-23;958
-15;-39;965
-14;-46;971
-16;-48;971
-10;-54;968
-7;-67;951
-3;-78;975
-6;-78;964
2;-91;960
-3;-101;963
-1;-113;961
0;-115;971
5;-126;962
6;-126;959
2;-131;952
2;-126;969
4;-133;959
2;-135;962
4;-139;961
0;-134;961
5;-141;960
2;-134;960
5;-134;959
1;-135;961
0;-126;970
1;-123;974
2;-109;961
1;-93;962
0;-82;974
2;-75;963
4;-64;967
6;-54;975
9;-59;953
10;-48;961
10;-38;972
11;-27;971
13;-24;973
15;-18;969
21;-17;962
21;-6;965
24;-6;956
24;0;961
24;6;957
27;13;959
25;8;959
24;11;963
23;10;958
20;10;957
15;21;968
10;19;958
4;14;975
-4;18;957
-9;12;958
-20;13;974
-23;6;955
-33;12;985
-34;10;965
-40;7;957
-42;5;955
-44;2;970
-49;6;992
-46;-2;938
-55;-9;964
-56;-9;973
-65;-2;971
-66;-11;956
-69;-15;949
-73;-33;954
-80;-41;965
-71;-64;953
-78;-76;967
-72;-91;965
-74;-104;961
-70;-111;959
-68;-119;955
-65;-123;962
-62;-134;962
-64;-128;960
-61;-136;957
-57;-138;956
-51;-140;959
-47;-144;949
-43;-146;950
-34;-161;969
-33;-150;940
-29;-161;954
-28;-163;947
-23;-176;950
-25;-158;953
-27;-182;958
-23;-169;955
-28;-160;953
-29;-170;969
-31;-165;958
-34;-155;957
-36;-146;963
-49;-126;972
-48;-120;962
-55;-98;975
-49;-76;980
-46;-56;979
-34;-28;922
-28;-1;943
-28;18;974
-19;31;973
-9;46;983
6;67;971
18;71;897
16;71;1019
25;77;964
29;75;982
32;72;970
31;75;980
54;73;921
52;81;918
62;68;931
58;79;977
68;70;948
65;75;974
78;66;950
81;62;952
89;60;964
96;57;968
109;42;970
127;44;904
122;38;982
129;40;965
139;24;955
144;21;948
145;21;968
152;3;971
154;6;948
164;-14;994
170;-7;932
174;-20;996
208;-6;815
201;-30;983
206;-14;922
214;-20;907
212;-28;995
225;-18;923
242;-25;879
236;-24;952
238;-37;1006
261;-22;904
259;-6;910
268;-30;1035
282;-16;850
312;-40;950
328;-16;856
328;-22;894
350;-25;1012
348;-13;815
348;-21;889
343;-17;897
345;-16;845
315;-31;925
308;-35;948
294;-32;865
271;-46;950
253;-40;971
233;-40;887
216;-37;976
195;-47;988
198;-40;874
183;-43;987
156;-38;950
143;-39;960
129;-40;956
107;-29;961
89;-51;996
87;-50;940
59;-42;1002
54;-47;980
45;-48;957
42;-49;987
43;-40;907
-7;-19;1016
-22;-13;989
-43;-16;967
-46;-25;1016
-68;-7;967
-73;7;963
-81;21;971
-83;27;969
-87;40;956
-87;59;943
-95;68;932
-103;71;954
-124;83;940
-138;83;944
-160;67;985
-159;51;952
-178;45;966
-178;27;943
-195;-3;966
-188;-36;965
-190;-44;974
-184;-69;953
-165;-109;931
-162;-139;951
-153;-147;927
-145;-200;937
-143;-197;932
-141;-223;934
-133;-249;907
-128;-300;924
-137;-260;937
-139;-257;944
-133;-266;923
-131;-279;950
-132;-264;916
-130;-279;926
-132;-277;916
-126;-285;917
-131;-278;920
-130;-283;925
-135;-270;939
-120;-282;927
-127;-279;910
-118;-273;913
-131;-279;924
-142;-225;986
-127;-245;918
-122;-224;926
-123;-177;947
-115;-197;926
-123;-153;968
-114;-150;970
-100;-137;1006
-81;-113;940
-59;-78;1011
-10;-64;929
-2;-41;922
3;-42;962
2;-47;965
3;-45;968
0;-38;982
-3;-27;980
-4;-16;971
-4;-13;954
-9;-8;966
-10;-13;970
-11;-3;965
-16;-1;959
-18;5;963
-21;14;970
-19;16;961
-28;36;935
-47;33;1003
-52;44;983
-53;56;891
-73;61;1014
-69;54;922
-83;60;955
-104;77;995
-103;75;947
-105;69;959
-114;89;973
-107;103;947
-115;107;980
-110;98;961
-110;104;946
-111;101;955
-110;109;948
-112;115;946
-111;107;948
-115;122;951
-115;117;947
-114;120;950
-114;115;946
-110;113;946
-117;115;955
-104;87;930
-127;104;985
-106;66;953
-106;54;929
-109;56;978
-102;40;959
-92;28;984
-75;21;948
-74;26;941
-63;9;956
-57;4;942
-40;-24;955
-39;-31;952
-36;-38;948
-33;-52;931
-30;-73;955
-33;-85;947
-40;-76;989
-35;-86;957
-37;-82;962
-43;-75;981
-43;-56;976
-45;-31;964
-45;-6;965
-45;4;985
-35;25;950
-42;59;956
-37;81;959
-2;55;830
-39;108;947
-41;97;968
-53;126;966
-45;120;962
-46;121;956
-44;134;940
-45;137;933
-49;148;949
-48;207;932
-80;161;1071
-55;214;1049
-21;231;882
-21;243;931
-6;258;900
-25;272;935
-33;292;1060
8;350;941
25;412;789
35;403;861
34;415;859
31;418;878
37;438;851
38;428;840
29;449;848
44;485;833
36;491;827
37;484;830
40;492;817
39;481;830
37;510;815
-2;489;780
39;552;837
31;540;771
27;538;806
33;553;793
32;569;773
44;579;721
33;591;753
31;592;753
29;591;789
37;602;744
53;617;728
62;640;677
48;636;720
53;634;720
50;645;721
49;663;685
35;655;665
61;677;662
65;680;675
62;698;637
69;715;597
66;719;608
65;740;593
64;743;614
56;759;573
54;763;575
61;763;581
53;778;565
66;781;564
66;785;543
64;792;515
59;801;530
59;803;516
50;819;512
57;814;511
58;813;503
30;858;508
50;833;430
43;839;480
41;846;434
22;873;426
32;855;426
39;840;446
30;849;432
30;833;432
36;843;413
20;803;533
14;799;542
7;793;534
9;773;569
7;747;577
-2;746;634
0;720;622
-12;702;627
-14;702;656
-19;686;661
-13;647;686
-20;649;693
-28;608;767
-22;601;742
-25;584;773
-18;546;783
-5;495;785
-12;519;806
-1;467;804
51;399;776
-40;427;897
-60;347;926
-64;330;902
-70;305;917
-78;269;935
-84;253;964
-79;232;878
-83;229;912
-80;185;976
-65;163;901
-68;137;940
-71;124;953
-75;89;975
-84;46;1056
-84;59;946
-81;40;933
-92;32;975
-90;27;942
-98;9;994
-94;-7;976
-91;-4;960
-98;2;952
-96;-8;940
-95;-28;986
-91;-46;975
-97;-31;955
-92;-50;963
-99;-37;954
-98;-41;954
-100;-56;957
-104;-76;982
-101;-86;933
-109;-99;956
-119;-84;950
-114;-117;949
-115;-119;955
-115;-136;949
-121;-123;935
-116;-156;945
-127;-163;960
-129;-173;963
-130;-175;946
-128;-170;940
-128;-164;941
-131;-168;948
-130;-168;948
-132;-160;940
-141;-170;955
-135;-175;941
-138;-186;954
-140;-199;954
-134;-216;947
-140;-185;945
-133;-200;943
-127;-179;954
-122;-178;919
-100;-215;896
-113;-140;1011
-106;-132;1021
-75;-124;977
-30;-111;853
-52;-85;1074
-5;-103;847
-26;-78;1017
-18;-75;1056
-4;-62;917
5;-60;996
7;-44;1073
32;-37;887
25;-31;1011
33;-30;1013
38;-4;938
54;-4;958
55;27;950
56;43;969
59;58;1012
73;61;945
72;64;946
74;68;953
70;71;963
63;93;950
68;66;964
62;77;966
61;69;976
63;72;967
64;66;955
63;64;960
64;66;966
62;76;961
65;70;983
68;84;948
69;87;950
67;98;960
67;99;954
69;95;954
67;105;958
67;102;957
64;105;961
65;108;960
72;104;972
80;106;949
90;104;988
122;115;916
122;138;958
123;152;959
138;148;904
139;130;1029
151;159;923
164;170;901
159;171;933
167;158;964
175;156;931
178;166;945
179;169;947
198;161;914
199;161;949
213;168;902
219;162;933
223;165;953
227;163;929
234;159;932
250;155;925
257;148;874
274;132;897
284;134;876
281;127;901
289;101;859
279;77;936
276;59;953
280;50;877
267;31;944
250;26;968
251;29;949
255;15;918
248;13;952
242;23;928
226;32;914
202;44;988
200;43;888
176;41;962
156;49;979
144;49;961
128;57;962
125;64;964
104;78;954
95;77;988
74;112;967
72;115;956
26;169;825
50;98;1030
47;115;974
